시설종류,대상시설명,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관할경찰서명,CCTV설치여부,CCTV설치대수,보호구역도로폭,데이터기준일자,제공기관코드,제공기관명,
초등학교,가양초등학교,대전광역시 동구 가양로 61,,36.342178,127.440677,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,대동초등학교,대전광역시 동구 대동초등3길 21,,36.325415,127.446868,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,대룡초등학교,대전광역시 동구 백룡로 123,,36.329849,127.455951,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,대암초등학교,대전광역시 동구 동부로 55-61,,36.315841,127.460902,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,동광초등학교,대전광역시 동구 백룡로11번길 20,,36.337249,127.449849,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,동대전초등학교,대전광역시 동구 비래서로62번길 60,,36.351950,127.449256,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,산내초등학교,대전광역시 동구 산내로 1292,,36.279268,127.470121,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,산흥초등학교,대전광역시 동구 산내로 509,,36.229018,127.448455,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,성남초등학교,대전광역시 동구 성남로32번길 5,,36.343527,127.429653,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,신흥초등학교,대전광역시 동구 신흥초등길 21,,36.325714,127.439941,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,용운초등학교,대전광역시 동구 용운로 204,,36.325564,127.465004,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,용전초등학교,대전광역시 동구 계족로505번길 49,,36.356231,127.430345,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,자양초등학교,대전광역시 동구 계족로 184-55,,36.333550,127.442967,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,천동초등학교,대전광역시 동구 천동초등동길 60,,36.316217,127.445510,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,현암초등학교,대전광역시 동구 현암로 19,,36.341869,127.420548,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,흥룡초등학교,대전광역시 동구 동대전로256번길 21,,36.345136,127.447921,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,세천초등학교,대전광역시 동구 옥천로 610-12,,36.341628,127.493664,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,판암초등학교,대전광역시 동구 옥천로180번길 32,,36.315798,127.460728,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,동명초등학교,대전광역시 동구 천개동로 16,,36.374110,127.474258,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,삼성초등학교,대전광역시 동구 대전로867번길 12,,36.336666,127.428920,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,은어송초등학교,대전광역시 동구 대전로 396,,36.302414,127.456944,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,가오초등학교,대전광역시 동구 신기로 112,,36.310816,127.458399,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,동서초등학교,대전광역시 동구 동서대로 1522,,36.341097,127.422563,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
특수학교,대전맹학교,대전광역시 동구 은어송로 95,,36.309049,127.458438,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
특수학교,대전혜광학교,대전광역시 동구 은어송로 111,,36.309762,127.459299,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,꿈나무유치원,대전광역시 동구 옻밭2길 77,,36.320875,127.449306,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,봉곡유치원,대전광역시 동구 동부로33번길 25,,36.319934,127.455959,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,보건대부속유치원,대전광역시 동구 충정로 21,,36.349086,127.453071,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,재롱이유치원,대전광역시 동구 계족로463번길 14,,36.353297,127.431504,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,천사유치원,대전광역시 동구 동구청로 210,,36.316229,127.456668,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,해누리유치원,대전광역시 동구 계족로417번길 49,,36.348942,127.429338,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,이화유치원,대전광역시 동구 우암로277번길 52,,36.348015,127.445384,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,홍도유치원,대전광역시 동구 홍도로39번길 37,,36.348076,127.426652,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,동심유치원,대전광역시 동구 새울로109번길 26-24,,36.329235,127.461266,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,새봄유치원,대전광역시 동구 용운로164번길 50,,36.325796,127.460227,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,성모유치원,대전광역시 동구 동서대로1692번길 64,,36.346838,127.437700,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,도원유치원,대전광역시 동구 신기로 59,,36.309694,127.452747,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,하람유치원,대전광역시 동구 삼정로 46,,36.317242,127.468642,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,동부신마유치원,대전광역시 동구 계족로409번길 11-1,,36.348171,127.431125,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,가양유치원,대전광역시 동구 가양로 61,,36.342178,127.440677,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,산흥유치원,대전광역시 동구 산내로 509,,36.229018,127.448455,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,성남유치원,대전광역시 동구 성남로32번길 5,,36.343527,127.429653,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,자양유치원,대전광역시 동구 계족로 184-55,,36.333550,127.442967,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,현암유치원,대전광역시 동구 현암로 19,,36.341869,127.420548,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,세천유치원,대전광역시 동구 옥천로 610-12,,36.341628,127.493664,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,판암유치원,대전광역시 동구 옥천로180번길 32,,36.315798,127.460728,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,동명유치원,대전광역시 동구 천개동로 16,,36.374110,127.474258,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,산내유치원,대전광역시 동구 산내로 1292,,36.279268,127.470121,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,삼성유치원,대전광역시 동구 대전로867번길 12,,36.336666,127.428920,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,신흥유치원,대전광역시 동구 신흥초등길 21,,36.325714,127.439941,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,은어송유치원,대전광역시 동구 대전로 396,,36.302414,127.456944,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,가오유치원,대전광역시 동구 신기로 112,,36.310816,127.458399,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
유치원,송산유치원,대전광역시 동구 동산초교로 15-15,,36.344856,127.426516,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,새록새록어린이집,대전광역시 동구 용운로 80,,36.326909,127.451216,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,혜원어린이집,대전광역시 동구 합내로 48,,36.347326,127.440470,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,홍도어린이집,대전광역시 동구 홍도로39번길 33,,36.348209,127.426870,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,용운어린이집,대전광역시 동구 대학로 8-18,,36.331550,127.455515,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,예원어린이집,대전광역시 동구 흥룡로 67-1,,36.350806,127.450570,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,늘사랑어린이집,대전광역시 동구 동중앙로 93,,36.340157,127.445963,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,무지개어린이집,대전광역시 동구 계족로463번길 41,,36.353193,127.429990,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,성남어린이집,대전광역시 동구 성남로32번길 28-17,,36.344508,127.430495,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,대전어린이집,대전광역시 동구 삼성동 147,,36.338764,127.433756,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,초롱어린이집,대전광역시 동구 동부로 55-33,,36.322907,127.456872,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,호서어린이집,대전광역시 동구 계족로464번길 11,,36.353171,127.433302,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,대전근로복지공단어린이집,대전광역시 동구 백룡로5번길 149-5,,36.342205,127.450734,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,호암어린이집,대전광역시 동구 대학로 61-4,,36.335605,127.456277,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,참사랑어린이집,대전광역시 동구 새울로 147-16,,36.331848,127.463316,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,혜민어린이집,대전광역시 동구 대전로542번길 24,,36.312775,127.446377,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,꼬망세어린이집,대전광역시 동구 대전로 450,,36.306340,127.452139,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,재능나라어린이집,대전광역시 동구 옛신탄진로75번길 61,,36.346888,127.419107,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,토토어린이집,대전광역시 동구 산서로 1587,,36.285113,127.457738,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,꿈동산어린이집,대전광역시 동구 성동로 49-5,,36.339688,127.452172,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,아이캐슬어린이집,대전광역시 동구 산내로 1414,,36.289096,127.463982,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,소나무어린이집,대전광역시 동구 동부로 198번길162,,36.336688,127.465534,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,숲속예능어린이집,대전광역시 동구 학고개로 66-10,,36.293349,127.451895,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,세중아어린이집(아이랜드어린이집),대전광역시 동구 대전로 316번길 43,,36.297334,127.462093,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
어린이집,숲향기어린이집,대전광역시 동구 용운로 124-14,,36.327267,127.455676,대전광역시 동구청,대전광역시 동부경찰서,Y,,,2018-08-31,6300000,대전광역시,
초등학교,문성초교,대전광역시 중구 유등천동로292번길 89-14,대전광역시 중구 산성동 36-1,36.3088121,127.3904664,대전광역시 중구청,대전광역시 중부경찰서,Y,2,10,2018-08-31,6300000,대전광역시,
초등학교,목양초교,대전광역시 중구 목동로 69,대전광역시 중구 목동 24-47,36.3367817,127.404831,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
초등학교,목동초교,대전광역시 중구 목중로19번길 70,대전광역시 중구 목동26-1,36.3346952,127.4082543,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
초등학교,동문초교,대전광역시 중구 문화로 200,대전광역시 중구 문화1동284-119,36.3142226,127.4068411,대전광역시 중구청,대전광역시 중부경찰서,Y,2,8,2018-08-31,6300000,대전광역시,
초등학교,대흥초교,대전광역시 중구 수도산로 12,대전광역시 중구 대흥동365-5,36.3192368,127.4257724,대전광역시 중구청,대전광역시 중부경찰서,Y,2,10,2018-08-31,6300000,대전광역시,
초등학교,대신초교,대전광역시 중구 솔밭로16번길 17,대전광역시 중구 대사동 233-10,36.3155985,127.4205516,대전광역시 중구청,대전광역시 중부경찰서,Y,2,8,2018-08-31,6300000,대전광역시,
초등학교,대문초교,대전광역시 중구 송리로 11,대전광역시 중구 문화2동 583-1,36.3064387,127.4007368,대전광역시 중구청,대전광역시 중부경찰서,Y,2,15,2018-08-31,6300000,대전광역시,
초등학교,글꽃초교,대전광역시 중구 계룡로918번길 97,대전광역시 중구 문화동 1-258,36.3186792,127.4102708,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
유치원,호수유치원,대전광역시 중구 동서대로1365번길 13,대전광역시 중구 목동 96-3,36.3310207,127.4084146,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,호동유치원,대전광역시 중구 모암로 30번길 7-9,대전광역시 중구 호동 90,36.3022770,127.4472224,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,하나빛캐슬유치원,대전광역시 중구 대둔산로323번길 51,대전광역시 중구 사정동 398-1,36.2967151,127.3833627,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,토마토아트유치원,대전광역시 중구 계백로1571번길 10,대전광역시 중구 유천동 310-7,36.3189019,127.3944294,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,즐거운유치원,대전광역시 중구 학고개로34번길 31,대전광역시 중구 옥계동 178-2,36.2968999,127.4520289,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,중앙초교병설,대전광역시 중구 선화로43번길 99,대전광역시 중구 선화동 338,36.3310809,127.4144267,대전광역시 중구청,대전광역시 중부경찰서,Y,2,8,2018-08-31,6300000,대전광역시,
유치원,중앙유치원,대전광역시 중구 문화로 269,대전광역시 중구 문화동 1-33,36.3180949,127.4140728,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,오즈킨더유치원,대전광역시 중구 보문산로41번길 24,대전광역시 중구 산성동 117-9,36.3055165,127.3859524,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,소화유치원,대전광역시 중구 대종로 471,대전광역시 중구 대흥동 189,36.3267950,127.4264075,대전광역시 중구청,대전광역시 중부경찰서,Y,1,20,2018-08-31,6300000,대전광역시,
유치원,센트럴유치원,대전광역시 중구 서문로 86,대전광역시 중구 문화동 284-166,36.3158971,127.4079197,대전광역시 중구청,대전광역시 중부경찰서,Y,1,20,2018-08-31,6300000,대전광역시,
유치원,성심유치원,대전광역시 중구 계백로1630번길 20,대전광역시 중구 유천2동 183-3,36.3183278,127.4008752,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,삼문사유치원,대전광역시 중구 보문로115번길 29,대전광역시 중구 대사동 180-2,36.3120396,127.4273151,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,산성초교병설,대전광역시 중구 대둔산로 332,대전광역시 중구 사정동 419,36.2992178,127.3863257,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
유치원,산서초교병설,대전광역시 중구 남달미로 87,대전광역시 중구 목달동 89,36.2670647,127.4094249,대전광역시 중구청,대전광역시 중부경찰서,Y,2,8,2018-08-31,6300000,대전광역시,
유치원,불도유치원,대전광역시 중구 모암로42번길 18,대전광역시 중구 호동 92-10,36.3010747,127.4465984,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,배인유치원,대전광역시 중구 대종로 659,대전광역시 중구 중촌동 102-2,36.3387771,127.4126636,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,밀알유치원,대전광역시 중구 문화로105번안길 7,대전광역시 중구 유천1동 273-3,36.3125742,127.3967533,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,문화초교병설,대전광역시 중구 문화로78번안길 70,대전광역시 중구 문화동 674-1,36.3113634,127.3980978,대전광역시 중구청,대전광역시 중부경찰서,Y,2,10,2018-08-31,6300000,대전광역시,
유치원,문화유치원,대전광역시 중구 보문산로 209-13,대전광역시 중구 문화동 584-11,36.3065150,127.4033808,대전광역시 중구청,대전광역시 중부경찰서,Y,1,10,2018-08-31,6300000,대전광역시,
유치원,목양초교병설,대전광역시 중구 목동로 69,대전광역시 중구 목동 24-47,36.3367817,127.4048310,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
유치원,동양유치원,대전광역시 중구 태평로 35,대전광역시 중구 태평2동 551,36.3206865,127.3907326,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,꿈내리유치원,대전광역시 중구 당디로 45,대전광역시 중구 산성동 37-1,36.3087344,127.3925649,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,금동유치원,대전광역시 중구 태평로152번길 63,대전광역시 중구 태평1동 339-16,36.3274091,127.3980680,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
유치원,글꽃초교병설,대전광역시 중구 계룡로918번길 97,대전광역시 중구 문화동 1-258,36.3186792,127.4102708,대전광역시 중구청,대전광역시 중부경찰서,Y,2,6,2018-08-31,6300000,대전광역시,
유치원,굿모닝유치원,대전광역시 중구 어덕마을로 84-12,대전광역시 중구 중촌동 285,36.3381254,127.4053622,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,태평양어린이집,대전광역시 중구 동서대로1186번길 7,대전광역시 중구 태평동 413-17,36.3261975,127.3917745,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,자연어린이집,대전광역시 중구 수침로 72-36,대전광역시 중구 태평동 263-2,36.3260130,127.4014602,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,위키어린이집,대전광역시 중구 태평로 26번길 66,대전광역시 중구 유천2동 209-35,36.3199292,127.3960106,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,올리브트리어린이집,대전광역시 중구 계백로1618번길 85,대전광역시 중구 유천동 139-54,36.3152465,127.4012541,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,색동어린이집,대전광역시 중구 유등천동로198번길 13,대전광역시 중구 산성동 128-7,36.3022864,127.3845425,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,삼성어린이집,대전광역시 중구 선화로82번길 17,대전광역시 중구 선화동 412-1,36.3283014,127.4173512,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,비타민(파랑새)어린이집,대전광역시 중구 계백로 1584번길 101,대전광역시 중구 유천2동 269-10,36.313523,127.3977761,대전광역시 중구청,대전광역시 중부경찰서,Y,2,8,2018-08-31,6300000,대전광역시,
어린이집,보물섬어린이집,대전광역시 중구 목중로35번길 12,대전광역시 중구 목동 47-34,36.336534,127.4097687,대전광역시 중구청,대전광역시 중부경찰서,Y,2,8,2018-08-31,6300000,대전광역시,
어린이집,바다의별어린이집,대전광역시 중구 유등천동로 184-35,대전광역시 중구 사정동 357-8,36.3004405,127.3845058,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,미소어린이집,대전광역시 중구 목중로20번길 29,대전광역시 중구 중촌동 403-4,36.3367862,127.4126663,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,미래로어린이집,대전광역시 중구 계백로1571번길 46-8,대전광역시 중구 유천1동 315-6,36.3203902,127.3941528,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,리틀킹어린이집,대전광역시 중구 봉소루로 36번길 27,대전광역시 중구 석교동 48-2,36.3075973,127.4408267,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,누리키즈어린이집,대전광역시 중구 돌다리로 8번길 17,대전광역시 중구 석교동 62-9,36.308942,127.441267,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,사랑피피쿠스,대전광역시 중구 계백로 1603번길 22,대전광역시 중구 유천동 205-20,36.3196093,127.3979932,대전광역시 중구청,대전광역시 중부경찰서,Y,2,8,2018-08-31,6300000,대전광역시,
어린이집,해피아이어린이집,대전광역시 중구 사득로 82,대전광역시 중구 석교동 7-5,36.3106578,127.4386757,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,해밀어린이집,대전광역시 중구 대둔산로 420번길 83,대전광역시 중구 산성동 323-6,36.3070870,127.391481,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
어린이집,통큰어린이집,대전광역시 중구 산성로 11-1,대전광역시 중구 산성동 292-10,36.3062102,127.3902843,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
학원,CELP,대전광역시 중구 대둔산로300번길 25,대전광역시 중구 사정동 406-12,36.2962138,127.3861177,대전광역시 중구청,대전광역시 중부경찰서,Y,1,8,2018-08-31,6300000,대전광역시,
초등학교,태평초교,대전광역시 중구 유천로 117,대전광역시 중구 태평2동385-10,36.3229032,127.3950956,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
초등학교,중촌초교,대전광역시 중구 대종로 684,대전광역시 중구 중촌동83,36.3412016,127.4110457,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
유치원,유평초교병설,대전광역시 중구 수침로 123,대전광역시 중구 태평동 343-31,36.3299630,127.397477,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
유치원,서대전초교병설,대전광역시 중구 선화로 17,대전광역시 중구 용두동 27-13,36.3266915,127.410676,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
유치원,문성초교병설,대전광역시 중구 유등천동로292번길 89-14,대전광역시 중구 산성동 36-1,36.3088121,127.3904664,대전광역시 중구청,대전광역시 중부경찰서,Y,2,10,2018-08-31,6300000,대전광역시,
유치원,문창초교병설,대전광역시 중구 문창로 55,대전광역시 중구 부사동 94-15,36.3172917,127.4336568,대전광역시 중구청,대전광역시 중부경찰서,Y,2,10,2018-08-31,6300000,대전광역시,
유치원,선화초교병설,대전광역시 중구 선화로 159,대전광역시 중구 선화동 84,36.3327965,127.4234162,대전광역시 중구청,대전광역시 중부경찰서,Y,2,10,2018-08-31,6300000,대전광역시,
초등학교,중앙초교,대전광역시 중구 선화로43번길 99,대전광역시 중구 선화동338,36.3310809,127.4144267,대전광역시 중구청,대전광역시 중부경찰서,Y,2,8,2018-08-31,6300000,대전광역시,
초등학교,유평초교,대전광역시 중구 수침로 123,대전광역시 중구 태평동 343-31,36.329963,127.397477,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
초등학교,원평초교,대전광역시 중구 계백로1615번길 46,대전광역시 중구 유천2동10-10,36.3216015,127.3996864,대전광역시 중구청,대전광역시 중부경찰서,Y,2,10,2018-08-31,6300000,대전광역시,
초등학교,옥계초교,대전광역시 중구 모암로 35,대전광역시 중구 옥계동61-8,36.3011924,127.4490549,대전광역시 중구청,대전광역시 중부경찰서,Y,2,15,2018-08-31,6300000,대전광역시,
초등학교,오류초교,대전광역시 중구 오류로 46,대전광역시 중구 오류동175-2,36.325191,127.4046841,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
초등학교,신평초교,대전광역시 중구 유등천동로 478,대전광역시 중구 태평2동471-3,36.3235339,127.3897492,대전광역시 중구청,대전광역시 중부경찰서,Y,2,10,2018-08-31,6300000,대전광역시,
초등학교,성모초교,대전광역시 중구 대흥로 62,대전광역시 중구 대흥동520-1,36.322771,127.4189482,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
초등학교,선화초교,대전광역시 중구 선화로 159,대전광역시 중구 선화동 84,36.3327965,127.4234162,대전광역시 중구청,대전광역시 중부경찰서,Y,2,10,2018-08-31,6300000,대전광역시,
초등학교,석교초교,대전광역시 중구 대종로204번길 12,대전광역시 중구 석교동70-13,36.3082273,127.4456738,대전광역시 중구청,대전광역시 중부경찰서,Y,2,8,2018-08-31,6300000,대전광역시,
초등학교,서대전초교,대전광역시 중구 선화로 17,대전광역시 중구 용두동 27-13,36.3266915,127.410676,대전광역시 중구청,대전광역시 중부경찰서,Y,2,20,2018-08-31,6300000,대전광역시,
